filepath,filename,gray_value
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.738.bmp,2.738.bmp,82.3986013986014
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.739.bmp,2.739.bmp,82.26573426573427
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.74.bmp,2.74.bmp,82.18881118881119
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.741.bmp,2.741.bmp,82.31468531468532
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.742.bmp,2.742.bmp,82.44755244755245
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.743.bmp,2.743.bmp,82.18881118881119
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.744.bmp,2.744.bmp,82.11888111888112
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.746.bmp,2.746.bmp,82.37762237762237
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.748.bmp,2.748.bmp,82.33566433566433
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.749.bmp,2.749.bmp,82.25174825174825
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.751.bmp,2.751.bmp,82.58041958041959
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.752.bmp,2.752.bmp,82.42657342657343
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.754.bmp,2.754.bmp,82.4965034965035
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.755.bmp,2.755.bmp,82.4895104895105
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.756.bmp,2.756.bmp,82.34265734265735
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.758.bmp,2.758.bmp,82.21678321678321
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.759.bmp,2.759.bmp,82.24475524475524
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.76.bmp,2.76.bmp,82.39160839160839
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.761.bmp,2.761.bmp,82.46853146853147
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.763.bmp,2.763.bmp,82.43356643356644
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.764.bmp,2.764.bmp,82.5104895104895
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.765.bmp,2.765.bmp,82.51748251748252
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.766.bmp,2.766.bmp,82.65734265734265
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.767.bmp,2.767.bmp,82.46853146853147
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.768.bmp,2.768.bmp,82.55944055944056
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.769.bmp,2.769.bmp,82.44055944055944
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.77.bmp,2.77.bmp,82.33566433566433
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.772.bmp,2.772.bmp,82.44055944055944
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.773.bmp,2.773.bmp,82.54545454545455
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.775.bmp,2.775.bmp,82.81118881118881
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.776.bmp,2.776.bmp,82.81818181818181
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.778.bmp,2.778.bmp,82.61538461538461
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.779.bmp,2.779.bmp,82.6993006993007
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.781.bmp,2.781.bmp,82.93006993006993
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.783.bmp,2.783.bmp,83.37062937062937
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.784.bmp,2.784.bmp,83.14685314685315
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.785.bmp,2.785.bmp,83.13986013986013
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.786.bmp,2.786.bmp,83.12587412587412
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.787.bmp,2.787.bmp,83.25874125874125
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.789.bmp,2.789.bmp,83.16083916083916
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.79.bmp,2.79.bmp,83.14685314685315
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.791.bmp,2.791.bmp,83.26573426573427
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.792.bmp,2.792.bmp,83.23076923076923
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.793.bmp,2.793.bmp,83.27972027972028
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.795.bmp,2.795.bmp,83.1958041958042
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.797.bmp,2.797.bmp,83.33566433566433
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.798.bmp,2.798.bmp,83.4055944055944
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.799.bmp,2.799.bmp,83.61538461538461
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.8.bmp,2.8.bmp,83.67832167832168
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.801.bmp,2.801.bmp,83.58741258741259
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.802.bmp,2.802.bmp,83.72027972027972
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.803.bmp,2.803.bmp,83.55944055944056
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.804.bmp,2.804.bmp,83.9020979020979
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.805.bmp,2.805.bmp,83.57342657342657
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.806.bmp,2.806.bmp,83.81118881118881
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.808.bmp,2.808.bmp,83.97902097902097
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.809.bmp,2.809.bmp,84.14685314685315
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.81.bmp,2.81.bmp,84.34265734265735
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.811.bmp,2.811.bmp,83.99300699300699
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.812.bmp,2.812.bmp,84.13286713286713
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.814.bmp,2.814.bmp,84.41958041958041
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.815.bmp,2.815.bmp,84.55944055944056
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.817.bmp,2.817.bmp,84.48251748251748
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.819.bmp,2.819.bmp,84.62237762237763
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.821.bmp,2.821.bmp,85.06993006993007
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.822.bmp,2.822.bmp,84.65034965034965
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.824.bmp,2.824.bmp,85.04895104895105
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.825.bmp,2.825.bmp,85.1048951048951
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.827.bmp,2.827.bmp,85.25174825174825
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.829.bmp,2.829.bmp,85.32867132867133
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.831.bmp,2.831.bmp,85.46153846153847
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.832.bmp,2.832.bmp,86.15384615384616
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.834.bmp,2.834.bmp,85.86013986013987
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.835.bmp,2.835.bmp,85.94405594405595
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.836.bmp,2.836.bmp,85.95104895104895
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.838.bmp,2.838.bmp,86.24475524475524
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.84.bmp,2.84.bmp,86.22377622377623
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.842.bmp,2.842.bmp,86.26573426573427
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.843.bmp,2.843.bmp,86.52447552447552
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.844.bmp,2.844.bmp,86.60839160839161
